14
-7.0     120.0 
-8.0     130.0
-10.0    140.0
-7.0     150.0
-15.0    114.0
-30.0    114.0
-43.0    112.0
-42.0    120.0
-41.0    130.0
-42.0    140.0
-43.0    150.0
-40.0    155.0
-30.0    156.0
-20.0    153.0
